,0
Fast_Stoch_70_per_21_smoothing_54_per_ago_%,2271.0252679043388
Slow_Stoch_98_per_12_smoothing_45_per_ago_%,2267.503006104919
Fast_Stoch_28_per_12_smoothing_59_per_ago_%,2267.3370876908116
Slow_Stoch_84_per_12_smoothing_46_per_ago_%,2267.2302382277494
Fast_Stoch_98_per_12_smoothing_32_per_ago_%,2266.0287081361557
Slow_Stoch_14_per_6_smoothing_20_per_ago_%,2263.636363639275
Fast_Stoch_70_per_18_smoothing_44_per_ago_%,2262.5869364378627
Fast_Stoch_56_per_15_smoothing_41_per_ago_%,2260.955397210268
Fast_Stoch_56_per_21_smoothing_51_per_ago_%,2257.8921393462306
Fast_Stoch_56_per_21_smoothing_50_per_ago_%,2256.8280026025454
Fast_Stoch_28_per_12_smoothing_60_per_ago_%,2255.1604633371912
Fast_Stoch_70_per_21_smoothing_53_per_ago_%,2254.7800528941398
Fast_Stoch_70_per_21_smoothing_55_per_ago_%,2254.1031689353936
Fast_Stoch_28_per_6_smoothing_12_per_ago_%,2253.057851242179
Fast_Stoch_56_per_15_smoothing_40_per_ago_%,2252.8446553638296
Fast_Stoch_84_per_12_smoothing_32_per_ago_%,2252.6050823124183
Slow_Stoch_84_per_6_smoothing_24_per_ago_%,2250.0757184295417
Fast_Stoch_98_per_18_smoothing_42_per_ago_%,2249.38621922787
Fast_Stoch_56_per_21_smoothing_54_per_ago_%,2247.3571855840214
Slow_Stoch_70_per_9_smoothing_34_per_ago_%,2247.1321823994017
Fast_Stoch_56_per_21_smoothing_53_per_ago_%,2245.7964516933253
Fast_Stoch_56_per_21_smoothing_49_per_ago_%,2243.1715810589185
Fast_Stoch_70_per_21_smoothing_56_per_ago_%,2241.731234355861
Slow_Stoch_56_per_9_smoothing_35_per_ago_%,2239.4299534058778
Fast_Stoch_56_per_21_smoothing_52_per_ago_%,2239.163332657847
Fast_Stoch_84_per_15_smoothing_41_per_ago_%,2238.1403924240944
Fast_Stoch_70_per_21_smoothing_52_per_ago_%,2234.135092152002
Fast_Stoch_98_per_15_smoothing_41_per_ago_%,2231.6587285569362
Fast_Stoch_84_per_18_smoothing_40_per_ago_%,2229.5625618897025
Fast_Stoch_56_per_9_smoothing_18_per_ago_%,2227.113062565856
Fast_Stoch_56_per_21_smoothing_55_per_ago_%,2226.2872780595953
Fast_Stoch_56_per_15_smoothing_39_per_ago_%,2225.1943990691047
Fast_Stoch_98_per_12_smoothing_31_per_ago_%,2224.8803827772713
Fast_Stoch_70_per_21_smoothing_51_per_ago_%,2224.3428375486237
Slow_Stoch_14_per_6_smoothing_51_per_ago_%,2223.636363639358
Fast_Stoch_70_per_12_smoothing_29_per_ago_%,2223.3901515170232
Fast_Stoch_56_per_21_smoothing_48_per_ago_%,2222.8820404798275
Fast_Stoch_70_per_21_smoothing_57_per_ago_%,2222.1467251491267
Fast_Stoch_56_per_18_smoothing_36_per_ago_%,2222.0770836768065
Fast_Stoch_84_per_21_smoothing_44_per_ago_%,2221.6050593777845
Fast_Stoch_42_per_12_smoothing_25_per_ago_%,2221.5945832896273
Fast_Stoch_56_per_6_smoothing_12_per_ago_%,2221.428571424551
Fast_Stoch_70_per_18_smoothing_43_per_ago_%,2216.223300074226
Fast_Stoch_56_per_15_smoothing_38_per_ago_%,2213.949961509259
Slow_Stoch_84_per_12_smoothing_45_per_ago_%,2213.5254914771585
Fast_Stoch_98_per_9_smoothing_20_per_ago_%,2213.4502923995888
Fast_Stoch_56_per_21_smoothing_56_per_ago_%,2213.0314448812564
Fast_Stoch_70_per_15_smoothing_43_per_ago_%,2209.905399287439
Fast_Stoch_70_per_21_smoothing_58_per_ago_%,2209.1167089430346
Slow_Stoch_56_per_9_smoothing_34_per_ago_%,2208.6278200793167
Fast_Stoch_98_per_21_smoothing_45_per_ago_%,2207.726287051512
Fast_Stoch_98_per_12_smoothing_30_per_ago_%,2204.3062200978284
Fast_Stoch_70_per_21_smoothing_59_per_ago_%,2203.4539968002628
Fast_Stoch_56_per_21_smoothing_47_per_ago_%,2202.5924999007466
Fast_Stoch_70_per_9_smoothing_20_per_ago_%,2200.290915917153
Fast_Stoch_70_per_21_smoothing_60_per_ago_%,2196.5200635642136
Fast_Stoch_70_per_21_smoothing_50_per_ago_%,2196.3875300518816
Slow_Stoch_84_per_9_smoothing_38_per_ago_%,2193.373741947381
Fast_Stoch_56_per_21_smoothing_57_per_ago_%,2192.245017594123
Fast_Stoch_84_per_9_smoothing_22_per_ago_%,2186.036036037876
Fast_Stoch_56_per_21_smoothing_46_per_ago_%,2185.9260915679138
Fast_Stoch_56_per_15_smoothing_37_per_ago_%,2183.719014627036
Fast_Stoch_28_per_6_smoothing_10_per_ago_%,2183.6363636386714
Slow_Stoch_98_per_9_smoothing_38_per_ago_%,2182.1302930875045
Slow_Stoch_98_per_12_smoothing_44_per_ago_%,2182.011732904887
Fast_Stoch_70_per_6_smoothing_14_per_ago_%,2179.999999996517
Slow_Stoch_70_per_12_smoothing_52_per_ago_%,2177.978752915457
Fast_Stoch_56_per_21_smoothing_58_per_ago_%,2177.64897054489
Fast_Stoch_84_per_15_smoothing_40_per_ago_%,2177.139230775602
Fast_Stoch_84_per_12_smoothing_31_per_ago_%,2175.7479067807926
Slow_Stoch_56_per_9_smoothing_33_per_ago_%,2174.9298617335926
Slow_Stoch_70_per_12_smoothing_51_per_ago_%,2174.324911842165
Slow_Stoch_70_per_12_smoothing_53_per_ago_%,2174.1649248355975
Slow_Stoch_98_per_15_smoothing_56_per_ago_%,2172.6693052404376
Slow_Stoch_98_per_15_smoothing_57_per_ago_%,2171.9413527795114
Fast_Stoch_56_per_21_smoothing_45_per_ago_%,2171.4335625828567
Fast_Stoch_56_per_21_smoothing_59_per_ago_%,2170.6198415040644
Slow_Stoch_98_per_15_smoothing_58_per_ago_%,2168.41015044573
Slow_Stoch_98_per_15_smoothing_55_per_ago_%,2167.638684631376
Slow_Stoch_70_per_12_smoothing_50_per_ago_%,2165.362464119835
Fast_Stoch_28_per_9_smoothing_16_per_ago_%,2164.482678448559
Slow_Stoch_70_per_12_smoothing_54_per_ago_%,2163.820791931436
Slow_Stoch_70_per_9_smoothing_33_per_ago_%,2163.5595139756165
Fast_Stoch_98_per_12_smoothing_29_per_ago_%,2163.157894738943
Fast_Stoch_70_per_21_smoothing_49_per_ago_%,2163.062276482332
Fast_Stoch_56_per_21_smoothing_60_per_ago_%,2162.621177423123
Fast_Stoch_70_per_12_smoothing_28_per_ago_%,2161.079545456352
Slow_Stoch_98_per_15_smoothing_59_per_ago_%,2160.622389243341
Fast_Stoch_84_per_21_smoothing_43_per_ago_%,2160.199126231714
Fast_Stoch_56_per_15_smoothing_36_per_ago_%,2159.534257121275
Fast_Stoch_56_per_18_smoothing_35_per_ago_%,2159.147849019351
Fast_Stoch_84_per_18_smoothing_39_per_ago_%,2158.2901967011553
Slow_Stoch_98_per_15_smoothing_54_per_ago_%,2157.499109268844
Slow_Stoch_42_per_6_smoothing_19_per_ago_%,2157.4532085579485
Slow_Stoch_84_per_12_smoothing_44_per_ago_%,2155.930177068421
Fast_Stoch_70_per_18_smoothing_42_per_ago_%,2155.177845528738
Fast_Stoch_98_per_18_smoothing_41_per_ago_%,2154.0586890249806
Slow_Stoch_84_per_6_smoothing_23_per_ago_%,2153.783897087032
Fast_Stoch_70_per_15_smoothing_42_per_ago_%,2152.974875519233
Slow_Stoch_70_per_12_smoothing_55_per_ago_%,2150.555206869031
Slow_Stoch_98_per_15_smoothing_60_per_ago_%,2149.0004616026067
Slow_Stoch_70_per_12_smoothing_49_per_ago_%,2147.7637663810538
Fast_Stoch_56_per_21_smoothing_44_per_ago_%,2146.796263308237
Slow_Stoch_98_per_15_smoothing_53_per_ago_%,2140.7677547347066
Slow_Stoch_56_per_9_smoothing_32_per_ago_%,2140.218052119308
Slow_Stoch_42_per_9_smoothing_36_per_ago_%,2136.1184095281374
Slow_Stoch_42_per_9_smoothing_37_per_ago_%,2135.6869578036844
Slow_Stoch_70_per_12_smoothing_56_per_ago_%,2134.55043493455
Fast_Stoch_98_per_21_smoothing_44_per_ago_%,2134.476307732724
Fast_Stoch_98_per_15_smoothing_40_per_ago_%,2133.3635587244635
Fast_Stoch_14_per_9_smoothing_6_per_ago_%,2133.33333333703
Slow_Stoch_28_per_6_smoothing_17_per_ago_%,2131.8720622200067
Slow_Stoch_42_per_9_smoothing_34_per_ago_%,2130.653354352178
Fast_Stoch_56_per_12_smoothing_25_per_ago_%,2128.630136988062
Slow_Stoch_42_per_9_smoothing_35_per_ago_%,2127.9208267641243
Fast_Stoch_56_per_21_smoothing_43_per_ago_%,2127.231349178399
Slow_Stoch_42_per_9_smoothing_39_per_ago_%,2127.1538014761627
Slow_Stoch_42_per_9_smoothing_33_per_ago_%,2126.8278157290047
Slow_Stoch_42_per_9_smoothing_38_per_ago_%,2126.626471590767
Fast_Stoch_84_per_12_smoothing_30_per_ago_%,2126.0507857603466
Slow_Stoch_42_per_9_smoothing_55_per_ago_%,2125.174199446407
Slow_Stoch_42_per_9_smoothing_40_per_ago_%,2124.4212738881324
Fast_Stoch_70_per_21_smoothing_48_per_ago_%,2123.0245903217674
Slow_Stoch_70_per_12_smoothing_48_per_ago_%,2122.1173005239857
Slow_Stoch_42_per_9_smoothing_41_per_ago_%,2122.0722589440397
Slow_Stoch_42_per_9_smoothing_54_per_ago_%,2121.82410370381
Slow_Stoch_42_per_9_smoothing_42_per_ago_%,2120.106756643886
Slow_Stoch_98_per_15_smoothing_52_per_ago_%,2117.307744928829
Fast_Stoch_28_per_12_smoothing_24_per_ago_%,2116.0726249516415
Slow_Stoch_42_per_9_smoothing_56_per_ago_%,2115.8683779392445
Slow_Stoch_42_per_9_smoothing_32_per_ago_%,2115.384321405894
Slow_Stoch_70_per_12_smoothing_57_per_ago_%,2115.3523751864614
Fast_Stoch_56_per_15_smoothing_35_per_ago_%,2114.907621247481
Slow_Stoch_56_per_12_smoothing_52_per_ago_%,2112.2898852807275
Slow_Stoch_56_per_12_smoothing_51_per_ago_%,2112.086684455758
Fast_Stoch_98_per_12_smoothing_28_per_ago_%,2111.7224880403132
Slow_Stoch_56_per_12_smoothing_50_per_ago_%,2111.6872130580455
Slow_Stoch_56_per_12_smoothing_53_per_ago_%,2111.402107303689
Slow_Stoch_42_per_9_smoothing_53_per_ago_%,2109.0328290502957
Fast_Stoch_70_per_12_smoothing_27_per_ago_%,2108.049242425967
Slow_Stoch_42_per_9_smoothing_43_per_ago_%,2107.5946566356024
Slow_Stoch_56_per_12_smoothing_49_per_ago_%,2106.5245323585773
Slow_Stoch_56_per_12_smoothing_54_per_ago_%,2105.005653619865
Fast_Stoch_42_per_18_smoothing_51_per_ago_%,2103.2755119411986
Slow_Stoch_56_per_9_smoothing_31_per_ago_%,2101.1264050248315
Fast_Stoch_42_per_18_smoothing_52_per_ago_%,2100.004110274952
Fast_Stoch_70_per_18_smoothing_41_per_ago_%,2099.63571692563
Slow_Stoch_84_per_9_smoothing_37_per_ago_%,2099.4002536130192
Fast_Stoch_56_per_21_smoothing_42_per_ago_%,2097.5216647590205
Slow_Stoch_42_per_9_smoothing_44_per_ago_%,2096.376911800582
Slow_Stoch_56_per_12_smoothing_48_per_ago_%,2096.1793852521405
Fast_Stoch_70_per_15_smoothing_41_per_ago_%,2096.044351751027
Fast_Stoch_42_per_18_smoothing_49_per_ago_%,2095.4046753132184
Slow_Stoch_56_per_12_smoothing_55_per_ago_%,2094.052856300285
Slow_Stoch_98_per_6_smoothing_20_per_ago_%,2094.027303756689
Slow_Stoch_42_per_9_smoothing_52_per_ago_%,2093.5005669710345
Slow_Stoch_42_per_9_smoothing_57_per_ago_%,2093.12591701432
Slow_Stoch_70_per_12_smoothing_58_per_ago_%,2092.8188607015572
Fast_Stoch_84_per_15_smoothing_39_per_ago_%,2092.4321721498286
Slow_Stoch_70_per_12_smoothing_47_per_ago_%,2091.751853043269
Slow_Stoch_98_per_12_smoothing_43_per_ago_%,2091.081062841471
Slow_Stoch_42_per_9_smoothing_31_per_ago_%,2090.8578162068134
Slow_Stoch_84_per_12_smoothing_43_per_ago_%,2090.0474848047356
Fast_Stoch_42_per_18_smoothing_50_per_ago_%,2089.5473085203143
Slow_Stoch_70_per_9_smoothing_32_per_ago_%,2089.2135520444663
Fast_Stoch_84_per_21_smoothing_42_per_ago_%,2087.1644256182385
Slow_Stoch_98_per_15_smoothing_51_per_ago_%,2086.6856388674482
Fast_Stoch_84_per_18_smoothing_38_per_ago_%,2086.2880803331814
Fast_Stoch_56_per_9_smoothing_17_per_ago_%,2084.4127332575754
Slow_Stoch_56_per_12_smoothing_47_per_ago_%,2083.8783709285062
Fast_Stoch_70_per_21_smoothing_47_per_ago_%,2081.9602968237614
Slow_Stoch_56_per_12_smoothing_56_per_ago_%,2080.6250081168373
Fast_Stoch_56_per_21_smoothing_41_per_ago_%,2080.1306299769453
Slow_Stoch_28_per_9_smoothing_37_per_ago_%,2079.9573314877102
Slow_Stoch_28_per_9_smoothing_38_per_ago_%,2079.5367158593535
Slow_Stoch_28_per_9_smoothing_33_per_ago_%,2079.0693651613938
Slow_Stoch_42_per_9_smoothing_51_per_ago_%,2077.6806704088294
Fast_Stoch_42_per_18_smoothing_53_per_ago_%,2077.571641706383
Slow_Stoch_28_per_9_smoothing_34_per_ago_%,2077.2934325084166
Slow_Stoch_14_per_6_smoothing_52_per_ago_%,2076.6233766262494
Slow_Stoch_42_per_9_smoothing_45_per_ago_%,2076.242497994138
Fast_Stoch_42_per_6_smoothing_9_per_ago_%,2076.1158001145905
Fast_Stoch_42_per_15_smoothing_37_per_ago_%,2074.8870822036565
Slow_Stoch_28_per_9_smoothing_32_per_ago_%,2074.629533529059
Slow_Stoch_28_per_9_smoothing_35_per_ago_%,2074.629533528955
Fast_Stoch_56_per_18_smoothing_34_per_ago_%,2072.8448986319913
Slow_Stoch_28_per_9_smoothing_36_per_ago_%,2071.965634549506
Fast_Stoch_42_per_18_smoothing_48_per_ago_%,2071.442720251315
Slow_Stoch_28_per_9_smoothing_40_per_ago_%,2071.217873432383
Slow_Stoch_28_per_9_smoothing_39_per_ago_%,2070.7037876644367
Fast_Stoch_98_per_12_smoothing_27_per_ago_%,2070.574162681382
Slow_Stoch_98_per_9_smoothing_37_per_ago_%,2070.4966396988543
Fast_Stoch_42_per_18_smoothing_54_per_ago_%,2069.7825901200627
Slow_Stoch_56_per_6_smoothing_16_per_ago_%,2069.7391262398446
Slow_Stoch_70_per_6_smoothing_20_per_ago_%,2069.686325823597
Slow_Stoch_56_per_12_smoothing_46_per_ago_%,2069.18584678874
Slow_Stoch_42_per_9_smoothing_50_per_ago_%,2068.764001437405
Slow_Stoch_70_per_12_smoothing_59_per_ago_%,2068.4449113758633
Fast_Stoch_42_per_15_smoothing_38_per_ago_%,2067.9646270142102
Slow_Stoch_28_per_9_smoothing_41_per_ago_%,2067.7622273878674
Fast_Stoch_98_per_18_smoothing_40_per_ago_%,2067.736458571351
Slow_Stoch_14_per_6_smoothing_9_per_ago_%,2066.3636363663127
Fast_Stoch_42_per_15_smoothing_60_per_ago_%,2065.71258795165
Fast_Stoch_98_per_21_smoothing_43_per_ago_%,2065.2531597377515
Slow_Stoch_42_per_9_smoothing_46_per_ago_%,2064.4494841932146
Slow_Stoch_56_per_12_smoothing_57_per_ago_%,2064.3471013628746
Slow_Stoch_28_per_9_smoothing_31_per_ago_%,2063.973937611413
Slow_Stoch_28_per_9_smoothing_42_per_ago_%,2063.8887148367826
Fast_Stoch_42_per_18_smoothing_47_per_ago_%,2063.6090041733746
Slow_Stoch_42_per_9_smoothing_49_per_ago_%,2063.0113117784276
Slow_Stoch_42_per_9_smoothing_47_per_ago_%,2060.997870397812
Slow_Stoch_42_per_9_smoothing_48_per_ago_%,2060.4226014318965
Fast_Stoch_42_per_12_smoothing_24_per_ago_%,2060.319073085445
Slow_Stoch_42_per_9_smoothing_58_per_ago_%,2058.7010709357537
Slow_Stoch_28_per_9_smoothing_43_per_ago_%,2058.594456163347
Fast_Stoch_56_per_15_smoothing_34_per_ago_%,2056.605080831759
Fast_Stoch_84_per_12_smoothing_29_per_ago_%,2056.1280922315736
Fast_Stoch_42_per_15_smoothing_36_per_ago_%,2056.097560975163
Slow_Stoch_70_per_12_smoothing_46_per_ago_%,2056.075817492986
Slow_Stoch_56_per_9_smoothing_30_per_ago_%,2055.4109296424276
Fast_Stoch_42_per_18_smoothing_37_per_ago_%,2054.69798488485
Slow_Stoch_56_per_12_smoothing_45_per_ago_%,2054.298123739659
Slow_Stoch_42_per_9_smoothing_30_per_ago_%,2053.2483001317623
Slow_Stoch_42_per_9_smoothing_60_per_ago_%,2052.86294698714
Fast_Stoch_42_per_18_smoothing_46_per_ago_%,2052.3960380226117
Fast_Stoch_42_per_18_smoothing_55_per_ago_%,2051.7431466461817
Fast_Stoch_70_per_18_smoothing_40_per_ago_%,2049.106892091923
Slow_Stoch_98_per_15_smoothing_50_per_ago_%,2049.0948011999626
Fast_Stoch_42_per_9_smoothing_18_per_ago_%,2048.7990964426617
Fast_Stoch_28_per_12_smoothing_23_per_ago_%,2048.558646902332
Slow_Stoch_84_per_15_smoothing_55_per_ago_%,2048.5072965948343
Slow_Stoch_84_per_15_smoothing_56_per_ago_%,2047.9928175701382
Fast_Stoch_42_per_18_smoothing_45_per_ago_%,2047.1735606373325
Slow_Stoch_28_per_9_smoothing_30_per_ago_%,2047.1460132194877
Slow_Stoch_70_per_12_smoothing_60_per_ago_%,2045.6873439538128
Fast_Stoch_70_per_21_smoothing_46_per_ago_%,2045.5890654397979
Slow_Stoch_56_per_12_smoothing_58_per_ago_%,2044.817877792285
Fast_Stoch_42_per_18_smoothing_36_per_ago_%,2044.4475929972768
Slow_Stoch_84_per_15_smoothing_57_per_ago_%,2043.8979741919582
Slow_Stoch_84_per_15_smoothing_54_per_ago_%,2043.795336041223
Fast_Stoch_42_per_18_smoothing_35_per_ago_%,2043.5862155277216
Fast_Stoch_28_per_15_smoothing_37_per_ago_%,2042.5375031776448
Fast_Stoch_42_per_18_smoothing_56_per_ago_%,2042.4318434563884
Fast_Stoch_42_per_15_smoothing_39_per_ago_%,2042.2526505961876
Fast_Stoch_42_per_18_smoothing_43_per_ago_%,2041.8633105229012
Slow_Stoch_42_per_9_smoothing_59_per_ago_%,2041.8016734198209
Fast_Stoch_42_per_18_smoothing_44_per_ago_%,2041.3805605124826
Fast_Stoch_70_per_15_smoothing_40_per_ago_%,2040.8132466027705
Slow_Stoch_28_per_9_smoothing_44_per_ago_%,2040.6149642546134
Slow_Stoch_56_per_12_smoothing_44_per_ago_%,2040.0994140592293
Fast_Stoch_56_per_21_smoothing_40_per_ago_%,2039.622244082112
Fast_Stoch_42_per_18_smoothing_38_per_ago_%,2038.2241407798012
Fast_Stoch_28_per_12_smoothing_22_per_ago_%,2037.7955489524531
Slow_Stoch_84_per_15_smoothing_58_per_ago_%,2035.8245730249557
Fast_Stoch_28_per_15_smoothing_38_per_ago_%,2035.71801356882
Slow_Stoch_84_per_15_smoothing_53_per_ago_%,2033.7809632066203
Fast_Stoch_84_per_6_smoothing_14_per_ago_%,2033.3333333300104
Fast_Stoch_42_per_18_smoothing_39_per_ago_%,2032.1167644286782
Fast_Stoch_98_per_15_smoothing_39_per_ago_%,2029.445416339589
Fast_Stoch_84_per_9_smoothing_21_per_ago_%,2028.3783783801039
Fast_Stoch_42_per_18_smoothing_57_per_ago_%,2028.0043815742824
Fast_Stoch_42_per_15_smoothing_35_per_ago_%,2027.9132791323989
Fast_Stoch_42_per_18_smoothing_42_per_ago_%,2026.3308289381262
Slow_Stoch_84_per_6_smoothing_22_per_ago_%,2025.9627898551375
Fast_Stoch_42_per_15_smoothing_49_per_ago_%,2025.6882042498812
Fast_Stoch_42_per_15_smoothing_59_per_ago_%,2025.550755632467
Fast_Stoch_56_per_18_smoothing_33_per_ago_%,2024.299489039091
Fast_Stoch_28_per_15_smoothing_36_per_ago_%,2024.027459953695
Fast_Stoch_84_per_15_smoothing_38_per_ago_%,2023.8394192895764
Slow_Stoch_84_per_15_smoothing_59_per_ago_%,2023.3207531863916
Fast_Stoch_42_per_18_smoothing_41_per_ago_%,2022.9556999019642
Slow_Stoch_56_per_12_smoothing_43_per_ago_%,2022.869045556743
Fast_Stoch_84_per_21_smoothing_41_per_ago_%,2022.103736982413
Slow_Stoch_56_per_12_smoothing_59_per_ago_%,2021.8995220728755
Slow_Stoch_28_per_9_smoothing_29_per_ago_%,2021.5952399805308
Slow_Stoch_84_per_12_smoothing_42_per_ago_%,2021.4175116037868
Slow_Stoch_28_per_9_smoothing_45_per_ago_%,2020.79123459089
Fast_Stoch_42_per_18_smoothing_40_per_ago_%,2019.2591300052172
Slow_Stoch_84_per_15_smoothing_52_per_ago_%,2017.8694422871854
Slow_Stoch_70_per_12_smoothing_45_per_ago_%,2017.4972294880054
Fast_Stoch_42_per_15_smoothing_40_per_ago_%,2016.5406741781649
Fast_Stoch_56_per_21_smoothing_39_per_ago_%,2015.3384211242192
Fast_Stoch_42_per_15_smoothing_48_per_ago_%,2015.3045214656963
Fast_Stoch_84_per_18_smoothing_37_per_ago_%,2015.2285592386074
Slow_Stoch_84_per_9_smoothing_36_per_ago_%,2014.4551669836574
Slow_Stoch_98_per_15_smoothing_49_per_ago_%,2011.2068817202405
Fast_Stoch_70_per_18_smoothing_39_per_ago_%,2010.847468588614
Fast_Stoch_70_per_21_smoothing_45_per_ago_%,2010.3910995843644
Fast_Stoch_28_per_15_smoothing_39_per_ago_%,2010.388480735963
Slow_Stoch_84_per_15_smoothing_60_per_ago_%,2010.1922848598767
Fast_Stoch_56_per_15_smoothing_33_per_ago_%,2009.0993071596713
Fast_Stoch_42_per_18_smoothing_58_per_ago_%,2007.91432778766
Slow_Stoch_70_per_9_smoothing_31_per_ago_%,2006.2572425564013
Fast_Stoch_42_per_15_smoothing_47_per_ago_%,2004.9208386815114
Slow_Stoch_56_per_12_smoothing_42_per_ago_%,2004.6871824023096
Fast_Stoch_98_per_6_smoothing_14_per_ago_%,2003.571428567023
Fast_Stoch_70_per_12_smoothing_26_per_ago_%,2002.9528236930962
Slow_Stoch_56_per_9_smoothing_29_per_ago_%,2002.882373735287
Fast_Stoch_98_per_9_smoothing_19_per_ago_%,2001.3840155963514
Fast_Stoch_42_per_15_smoothing_51_per_ago_%,2000.4706889168765
Fast_Stoch_42_per_15_smoothing_33_per_ago_%,1999.7289972896351
Fast_Stoch_42_per_15_smoothing_41_per_ago_%,1999.7289972894298
Slow_Stoch_98_per_12_smoothing_42_per_ago_%,1999.071504143995
Fast_Stoch_42_per_15_smoothing_50_per_ago_%,1998.9873056619792
Fast_Stoch_70_per_15_smoothing_39_per_ago_%,1998.5835398441477
Slow_Stoch_56_per_12_smoothing_60_per_ago_%,1997.0412929981517
Slow_Stoch_42_per_9_smoothing_29_per_ago_%,1996.6412113019178
Slow_Stoch_84_per_15_smoothing_51_per_ago_%,1996.2835388411495
Fast_Stoch_28_per_15_smoothing_30_per_ago_%,1996.262395117797
Fast_Stoch_28_per_15_smoothing_32_per_ago_%,1996.2623951177814
Fast_Stoch_28_per_15_smoothing_35_per_ago_%,1996.262395117747
Fast_Stoch_42_per_18_smoothing_34_per_ago_%,1995.6623054039414
Fast_Stoch_42_per_15_smoothing_46_per_ago_%,1994.5371558973268
Fast_Stoch_42_per_15_smoothing_32_per_ago_%,1994.092140921078
Fast_Stoch_98_per_18_smoothing_39_per_ago_%,1992.3492349561325
Slow_Stoch_28_per_9_smoothing_46_per_ago_%,1990.7217396217281
Fast_Stoch_98_per_21_smoothing_42_per_ago_%,1987.9763490951657
Fast_Stoch_70_per_15_smoothing_38_per_ago_%,1985.9058301793557
Fast_Stoch_28_per_15_smoothing_40_per_ago_%,1985.0589479031073
Fast_Stoch_42_per_18_smoothing_59_per_ago_%,1984.4491449648754
Fast_Stoch_84_per_12_smoothing_28_per_ago_%,1983.2810085651988
Fast_Stoch_42_per_15_smoothing_54_per_ago_%,1982.6700898582626
Fast_Stoch_42_per_15_smoothing_53_per_ago_%,1982.6700898582626
Fast_Stoch_28_per_15_smoothing_29_per_ago_%,1982.3798626998137
Fast_Stoch_28_per_15_smoothing_31_per_ago_%,1982.379862699798
Slow_Stoch_56_per_12_smoothing_41_per_ago_%,1980.894781817446
Fast_Stoch_42_per_15_smoothing_58_per_ago_%,1980.787046693363
Slow_Stoch_98_per_9_smoothing_36_per_ago_%,1980.0069666695852
Slow_Stoch_42_per_9_smoothing_28_per_ago_%,1979.4206750721642
Fast_Stoch_42_per_15_smoothing_42_per_ago_%,1978.219940093632
Fast_Stoch_98_per_12_smoothing_26_per_ago_%,1977.990430623867
Fast_Stoch_70_per_15_smoothing_37_per_ago_%,1977.4540237361603
Fast_Stoch_42_per_15_smoothing_55_per_ago_%,1977.4346195469086
Slow_Stoch_70_per_12_smoothing_44_per_ago_%,1976.7861376349003
Fast_Stoch_56_per_21_smoothing_38_per_ago_%,1975.042121019418
Fast_Stoch_42_per_15_smoothing_52_per_ago_%,1973.7697903289752
Fast_Stoch_42_per_18_smoothing_33_per_ago_%,1973.6971799305295
Fast_Stoch_42_per_15_smoothing_56_per_ago_%,1973.2462432978227
Fast_Stoch_42_per_15_smoothing_34_per_ago_%,1971.544715446836
Fast_Stoch_42_per_15_smoothing_43_per_ago_%,1970.803023819202
Fast_Stoch_70_per_18_smoothing_38_per_ago_%,1969.6856060608904
Slow_Stoch_84_per_15_smoothing_50_per_ago_%,1968.7781343725494
Slow_Stoch_28_per_9_smoothing_28_per_ago_%,1968.731571210251
Fast_Stoch_28_per_15_smoothing_33_per_ago_%,1968.4973302817991
Slow_Stoch_28_per_9_smoothing_47_per_ago_%,1967.2311044802611
Fast_Stoch_70_per_21_smoothing_44_per_ago_%,1966.9802750293115
Slow_Stoch_98_per_15_smoothing_48_per_ago_%,1966.9415065145135
Fast_Stoch_28_per_15_smoothing_41_per_ago_%,1964.3712525350722
Fast_Stoch_70_per_9_smoothing_19_per_ago_%,1964.175388625093
Fast_Stoch_42_per_15_smoothing_44_per_ago_%,1963.3861075447726
Slow_Stoch_56_per_12_smoothing_40_per_ago_%,1959.0709908572933
Fast_Stoch_70_per_15_smoothing_36_per_ago_%,1957.0288248318066
Slow_Stoch_28_per_6_smoothing_16_per_ago_%,1956.6870921069367
Fast_Stoch_56_per_15_smoothing_32_per_ago_%,1956.1951501157896
Fast_Stoch_42_per_15_smoothing_45_per_ago_%,1955.9691912703431
Fast_Stoch_28_per_9_smoothing_15_per_ago_%,1955.0197628474323
Fast_Stoch_42_per_18_smoothing_60_per_ago_%,1954.7158653606602
Slow_Stoch_42_per_9_smoothing_27_per_ago_%,1954.4382469623858
Slow_Stoch_14_per_6_smoothing_26_per_ago_%,1952.727272728954
Fast_Stoch_98_per_15_smoothing_38_per_ago_%,1952.5936727135402
Fast_Stoch_42_per_15_smoothing_57_per_ago_%,1952.4788777294496
Slow_Stoch_28_per_9_smoothing_48_per_ago_%,1950.3193291664893
Fast_Stoch_56_per_18_smoothing_32_per_ago_%,1950.1328910499649
Fast_Stoch_84_per_21_smoothing_40_per_ago_%,1949.5154749552678
Slow_Stoch_28_per_6_smoothing_15_per_ago_%,1948.8021151113387
Fast_Stoch_28_per_12_smoothing_21_per_ago_%,1948.1030660366944
Slow_Stoch_56_per_9_smoothing_28_per_ago_%,1945.8117641449994
Slow_Stoch_14_per_6_smoothing_21_per_ago_%,1945.4545454567192
Fast_Stoch_42_per_15_smoothing_31_per_ago_%,1945.4101995562653
Slow_Stoch_84_per_12_smoothing_41_per_ago_%,1945.1328579896804
Fast_Stoch_56_per_12_smoothing_24_per_ago_%,1944.0410958920684
