,0
BB_middle_band_30_per,0.8908275000000009
EMA_30,0.8908272863026976
EMA_21,0.890826611317294
EMA_20,0.8908265013182456
EMA_13,0.890825311450377
SMA_30,0.8908249999999985
EMA_11,0.8908247346389162
EMA_10,0.8908243754305375
EMA_9,0.8908236888776456
SMA_20,0.8908187499999969
SMA_21,0.890816666666665
SMA_13,0.8907980769230791
SMA_11,0.8907863636363632
EMA_5,0.8907837432009496
SMA_10,0.8907825000000006
SMA_9,0.8907666666666655
High,0.89075
SMA_5,0.8907449999999997
Min_60_per,0.89065
Min_100_per,0.89065
Min_50_per,0.89065
Min_40_per,0.89065
Min_30_per,0.89065
Min_120_per,0.89065
Min_20_per,0.89065
Min_180_per,0.89065
Close,0.89065
Min_70_per,0.89065
Min_200_per,0.89065
Min_210_per,0.89065
Min_220_per,0.89065
Min_230_per,0.89065
Min_240_per,0.89065
Min_300_per,0.89065
Min_360_per,0.89065
Min_420_per,0.89065
Min_480_per,0.89065
Min_80_per,0.89065
Open,0.89065
Min_190_per,0.89065
Low,0.890625
BB_lower_band_30_per,0.8904812021970894
BB_lower_band_40_per,0.8904082805132
BB_lower_band_90_per,0.8903507669758056
BB_lower_band_50_per,0.890341265406822
BB_lower_band_200_per,0.890332330118534
BB_lower_band_80_per,0.8903237984956776
BB_lower_band_150_per,0.8903147107816973
BB_lower_band_60_per,0.8903099811856944
BB_lower_band_70_per,0.8903076157453308
BB_lower_band_100_per,0.8903021106781788
BB_lower_band_300_per,0.890008487858547
Slow_Stoch_98_per_3_smoothing,2.1686356414344724e-13
Slow_Stoch_42_per_3_smoothing,1.1457501614131615e-13
Slow_Stoch_70_per_3_smoothing,7.815970093361102e-14
Fast_Stoch_98_per_3_smoothing,7.579122514774402e-14
Slow_Stoch_14_per_3_smoothing,2.1316282072803006e-14
Fast_Stoch_56_per_3_smoothing,0.0
Slow_Stoch_84_per_3_smoothing,0.0
Fast_Stoch_84_per_3_smoothing,0.0
Fast_Stoch_28_per_3_smoothing,0.0
Fast_Stoch_14_per_3_smoothing,0.0
Fast_Stoch_42_per_3_smoothing,0.0
Fast_Stoch_70_per_3_smoothing,0.0
Slow_Stoch_56_per_3_smoothing,0.0
Slow_Stoch_28_per_3_smoothing,0.0
Fast_Stoch_14_per_6_smoothing,0.0
EMA_200_1_per_ago_%,-0.0012287107668968312
BB_middle_band_300_per_1_per_ago_%,-0.001537959630061673
EMA_150_1_per_ago_%,-0.0016039357595249032
EMA_100_1_per_ago_%,-0.0022175792272696635
BB_middle_band_200_per_1_per_ago_%,-0.0023246090630734623
EMA_200_2_per_ago_%,-0.0023677333010777343
SMA_200_1_per_ago_%,-0.002380632629311859
SMA_150_1_per_ago_%,-0.0027998075972278354
BB_middle_band_150_per_1_per_ago_%,-0.002843349014674394
BB_middle_band_300_per_2_per_ago_%,-0.0030447405951085976
EMA_150_2_per_ago_%,-0.003085994935277435
BB_lower_band_300_per_1_per_ago_%,-0.0032349805466603916
EMA_50_1_per_ago_%,-0.0033442681814620165
BB_middle_band_90_per_1_per_ago_%,-0.0034192600285970765
BB_middle_band_100_per_1_per_ago_%,-0.003451000962839441
EMA_200_3_per_ago_%,-0.0034905576008699177
SMA_100_1_per_ago_%,-0.0034976579682163313
BB_middle_band_80_per_1_per_ago_%,-0.003694799750013327
BB_middle_band_70_per_1_per_ago_%,-0.0037432852323451174
EMA_40_1_per_ago_%,-0.004229485263215104
EMA_100_2_per_ago_%,-0.004246840873320791
BB_middle_band_60_per_1_per_ago_%,-0.0042875231677620826
BB_middle_band_300_per_3_per_ago_%,-0.004507893530154445
EMA_150_3_per_ago_%,-0.004551228658301071
EMA_200_4_per_ago_%,-0.004590974826723656
BB_middle_band_200_per_2_per_ago_%,-0.004593099251141138
SMA_200_2_per_ago_%,-0.0046211245044236625
BB_lower_band_200_per_1_per_ago_%,-0.004690796501134192
BB_lower_band_150_per_1_per_ago_%,-0.005106560612753041
BB_upper_band_300_per_1_per_ago_%,-0.005513431182808606
SMA_150_2_per_ago_%,-0.005580949810471582
BB_middle_band_150_per_2_per_ago_%,-0.005674254488817967
EMA_200_5_per_ago_%,-0.005682518691438474
EMA_30_1_per_ago_%,-0.005688196734933468
EMA_150_4_per_ago_%,-0.005988858507188821
BB_middle_band_300_per_4_per_ago_%,-0.006014584995043312
EMA_100_3_per_ago_%,-0.006262436373216674
SMA_50_1_per_ago_%,-0.0062652435613373015
BB_middle_band_50_per_1_per_ago_%,-0.006283795210936487
BB_lower_band_300_per_2_per_ago_%,-0.006319757170854931
EMA_50_2_per_ago_%,-0.006453709828475559
BB_middle_band_40_per_1_per_ago_%,-0.006454070666244559
BB_upper_band_200_per_1_per_ago_%,-0.006509140975035756
SMA_40_1_per_ago_%,-0.006640588957339042
EMA_200_6_per_ago_%,-0.006648426964478335
BB_middle_band_90_per_2_per_ago_%,-0.006662376358761778
BB_middle_band_100_per_2_per_ago_%,-0.0067711986784431836
SMA_100_2_per_ago_%,-0.006799222594229994
BB_middle_band_200_per_3_per_ago_%,-0.006828967687403577
SMA_200_3_per_ago_%,-0.006833511709457888
BB_middle_band_80_per_2_per_ago_%,-0.0072497332634135735
EMA_150_5_per_ago_%,-0.007405434351425199
BB_middle_band_70_per_2_per_ago_%,-0.007433010987536226
BB_middle_band_300_per_5_per_ago_%,-0.007521231056173671
EMA_200_7_per_ago_%,-0.007591151561519488
BB_upper_band_150_per_1_per_ago_%,-0.007678337913425396
EMA_21_1_per_ago_%,-0.007820815666683426
BB_middle_band_60_per_2_per_ago_%,-0.008062103360809782
EMA_20_1_per_ago_%,-0.008132569055283508
EMA_100_4_per_ago_%,-0.00824210391455984
SMA_150_3_per_ago_%,-0.008361859468499405
BB_middle_band_150_per_3_per_ago_%,-0.008386718821932506
EMA_40_2_per_ago_%,-0.008424603686603924
EMA_200_8_per_ago_%,-0.008566565758648408
EMA_150_6_per_ago_%,-0.00866595012638674
BB_lower_band_200_per_2_per_ago_%,-0.008667682086968382
BB_middle_band_300_per_6_per_ago_%,-0.009006042360200025
BB_lower_band_100_per_1_per_ago_%,-0.00902926444050794
BB_middle_band_200_per_4_per_ago_%,-0.009059966193861166
SMA_200_4_per_ago_%,-0.009073804053721726
BB_lower_band_300_per_3_per_ago_%,-0.009084910636504502
SMA_30_1_per_ago_%,-0.009222033020478106
EMA_50_3_per_ago_%,-0.009255898225527777
BB_middle_band_30_per_1_per_ago_%,-0.009286360293385632
EMA_200_9_per_ago_%,-0.009475317013185922
BB_upper_band_100_per_1_per_ago_%,-0.009542896511123757
BB_lower_band_150_per_2_per_ago_%,-0.009555922459331814
BB_middle_band_90_per_3_per_ago_%,-0.00988476990087415
EMA_150_7_per_ago_%,-0.009897510901093684
SMA_100_3_per_ago_%,-0.009933020662370971
BB_middle_band_100_per_3_per_ago_%,-0.010026223938460362
EMA_100_5_per_ago_%,-0.010168016233890447
EMA_200_10_per_ago_%,-0.010418014958667347
BB_upper_band_90_per_1_per_ago_%,-0.010446730329567588
BB_middle_band_300_per_7_per_ago_%,-0.010462947933870804
BB_upper_band_300_per_2_per_ago_%,-0.010688824841798663
BB_lower_band_90_per_1_per_ago_%,-0.010698363720375659
BB_middle_band_80_per_3_per_ago_%,-0.01072307813882058
BB_middle_band_70_per_3_per_ago_%,-0.010976345974424252
SMA_150_4_per_ago_%,-0.01101227028216057
BB_middle_band_150_per_4_per_ago_%,-0.011018456256407674
EMA_13_1_per_ago_%,-0.011031263803898352
EMA_150_8_per_ago_%,-0.01117457685453298
SMA_200_5_per_ago_%,-0.011272241146968547
BB_middle_band_200_per_5_per_ago_%,-0.01129553219692126
EMA_30_2_per_ago_%,-0.011373211122860053
EMA_200_11_per_ago_%,-0.011393401580076044
BB_lower_band_300_per_4_per_ago_%,-0.011609633219548388
BB_middle_band_60_per_3_per_ago_%,-0.011681506218372259
BB_lower_band_80_per_1_per_ago_%,-0.011754150354627277
BB_upper_band_80_per_1_per_ago_%,-0.011815329734026726
EMA_40_3_per_ago_%,-0.011869076409462354
EMA_100_6_per_ago_%,-0.01188737084421817
BB_middle_band_300_per_8_per_ago_%,-0.011891666174037425
BB_upper_band_70_per_1_per_ago_%,-0.012148430317249147
EMA_50_4_per_ago_%,-0.012165485415006163
EMA_11_1_per_ago_%,-0.012200955105344146
BB_middle_band_40_per_2_per_ago_%,-0.012231737608035403
SMA_50_2_per_ago_%,-0.01225005551678999
BB_middle_band_50_per_2_per_ago_%,-0.012287158539575583
EMA_150_9_per_ago_%,-0.012307989719205329
EMA_200_12_per_ago_%,-0.012394903850967065
BB_lower_band_200_per_3_per_ago_%,-0.012523537350752907
BB_upper_band_200_per_2_per_ago_%,-0.012552941101007586
SMA_40_2_per_ago_%,-0.012581421015594235
BB_upper_band_60_per_1_per_ago_%,-0.012641538201308629
EMA_10_1_per_ago_%,-0.012874915195168401
SMA_21_1_per_ago_%,-0.012911555842485593
SMA_20_1_per_ago_%,-0.013000483673913233
SMA_100_4_per_ago_%,-0.013065999806363221
BB_middle_band_100_per_4_per_ago_%,-0.013224865806792595
BB_middle_band_90_per_4_per_ago_%,-0.013252222959352826
BB_middle_band_300_per_9_per_ago_%,-0.013326568670363553
SMA_200_6_per_ago_%,-0.013428380314681222
BB_lower_band_70_per_1_per_ago_%,-0.013428487814522338
BB_middle_band_200_per_6_per_ago_%,-0.013432994515050076
EMA_200_13_per_ago_%,-0.013489408890997447
EMA_150_10_per_ago_%,-0.013554935784218467
EMA_100_7_per_ago_%,-0.013567862432612869
SMA_150_5_per_ago_%,-0.013587671651659429
EMA_9_1_per_ago_%,-0.013625772462853928
BB_middle_band_150_per_5_per_ago_%,-0.013637034402890548
BB_lower_band_150_per_3_per_ago_%,-0.013736129149217844
BB_lower_band_300_per_5_per_ago_%,-0.013889613184110394
BB_middle_band_80_per_4_per_ago_%,-0.01434794477055221
EMA_200_14_per_ago_%,-0.01445524175235372
SMA_10_1_per_ago_%,-0.014537199855754539
BB_middle_band_70_per_4_per_ago_%,-0.014626247427089416
BB_middle_band_300_per_10_per_ago_%,-0.014702495638888575
BB_lower_band_60_per_1_per_ago_%,-0.014708423061302866
BB_upper_band_150_per_2_per_ago_%,-0.014763438605331605
EMA_150_11_per_ago_%,-0.014816525074254547
EMA_50_5_per_ago_%,-0.01489173929864239
SMA_9_1_per_ago_%,-0.01491076837053096
BB_upper_band_50_per_1_per_ago_%,-0.01512689005122152
SMA_11_1_per_ago_%,-0.015247815115155175
BB_middle_band_60_per_4_per_ago_%,-0.015253762335808302
SMA_13_1_per_ago_%,-0.015265403006642912
EMA_40_4_per_ago_%,-0.015297705727663362
EMA_100_8_per_ago_%,-0.015321096248489981
EMA_200_15_per_ago_%,-0.015397892747738269
EMA_21_2_per_ago_%,-0.015540220776582897
BB_middle_band_200_per_7_per_ago_%,-0.015543025708988337
SMA_200_7_per_ago_%,-0.015543090277192622
BB_upper_band_300_per_3_per_ago_%,-0.015722632185826618
BB_lower_band_100_per_2_per_ago_%,-0.015869575462197378
EMA_30_3_per_ago_%,-0.015973298598620587
EMA_150_12_per_ago_%,-0.016033760760790494
BB_lower_band_200_per_4_per_ago_%,-0.016038500474790426
BB_middle_band_300_per_11_per_ago_%,-0.016056631908817974
EMA_20_2_per_ago_%,-0.0161440564771487
SMA_100_5_per_ago_%,-0.016199601473007214
BB_lower_band_300_per_6_per_ago_%,-0.016328777941245723
SMA_150_6_per_ago_%,-0.016330455253882097
BB_middle_band_150_per_6_per_ago_%,-0.016355286848019138
EMA_200_16_per_ago_%,-0.016373230791024374
BB_middle_band_100_per_5_per_ago_%,-0.016451276801872666
BB_middle_band_90_per_5_per_ago_%,-0.016453893713425292
EMA_100_9_per_ago_%,-0.016811976529978245
BB_upper_band_40_per_1_per_ago_%,-0.01682676451969413
BB_lower_band_50_per_1_per_ago_%,-0.016891595309119316
EMA_200_17_per_ago_%,-0.01729511717103562
EMA_50_6_per_ago_%,-0.017299026279559877
SMA_5_1_per_ago_%,-0.017319500081012344
EMA_150_13_per_ago_%,-0.01743943970505077
BB_middle_band_300_per_12_per_ago_%,-0.01747852740340124
BB_middle_band_80_per_5_per_ago_%,-0.01765811236993547
SMA_200_8_per_ago_%,-0.017699137349073146
BB_middle_band_200_per_8_per_ago_%,-0.01770411306733101
BB_lower_band_150_per_4_per_ago_%,-0.017838152579067994
SMA_50_3_per_ago_%,-0.018010459490433308
BB_middle_band_50_per_3_per_ago_%,-0.018047472309809475
BB_middle_band_40_per_3_per_ago_%,-0.01805532290722266
SMA_30_2_per_ago_%,-0.018074623973281127
EMA_5_1_per_ago_%,-0.018151435220430057
EMA_200_18_per_ago_%,-0.018254202539276437
BB_middle_band_70_per_5_per_ago_%,-0.018262828071515358
SMA_40_3_per_ago_%,-0.018381787632341287
BB_upper_band_200_per_3_per_ago_%,-0.01839473547653792
BB_middle_band_30_per_2_per_ago_%,-0.018446798222768818
EMA_100_10_per_ago_%,-0.01848216610691301
BB_upper_band_100_per_2_per_ago_%,-0.018524879463913138
EMA_150_14_per_ago_%,-0.018699828990424865
BB_middle_band_60_per_5_per_ago_%,-0.018701523987809433
BB_middle_band_300_per_13_per_ago_%,-0.018854397236392127
BB_upper_band_30_per_1_per_ago_%,-0.018884878571240955
SMA_150_7_per_ago_%,-0.0189806548493571
EMA_40_5_per_ago_%,-0.018983550566302323
BB_middle_band_150_per_7_per_ago_%,-0.018986814553117157
BB_lower_band_300_per_7_per_ago_%,-0.01899067560760525
BB_lower_band_200_per_5_per_ago_%,-0.019065559430012397
EMA_200_19_per_ago_%,-0.01909442637827709
BB_lower_band_90_per_2_per_ago_%,-0.019176056786028677
SMA_100_6_per_ago_%,-0.0192207080047144
BB_middle_band_100_per_6_per_ago_%,-0.019472351499061
BB_middle_band_90_per_6_per_ago_%,-0.019613499060645082
EMA_50_7_per_ago_%,-0.019642297014204925
BB_lower_band_40_per_1_per_ago_%,-0.019693390328553828
SMA_200_9_per_ago_%,-0.01979950966106428
BB_middle_band_200_per_9_per_ago_%,-0.01984143838898411
EMA_150_15_per_ago_%,-0.019931266181105807
EMA_200_20_per_ago_%,-0.019966827323532835
EMA_100_11_per_ago_%,-0.02016354350855859
BB_middle_band_300_per_14_per_ago_%,-0.02020847727564879
BB_upper_band_90_per_2_per_ago_%,-0.02044293346866801
EMA_30_4_per_ago_%,-0.0205151500909145
EMA_200_21_per_ago_%,-0.02075960571503784
BB_upper_band_300_per_4_per_ago_%,-0.0207985636298639
BB_lower_band_150_per_5_per_ago_%,-0.020860296406189246
BB_middle_band_80_per_6_per_ago_%,-0.020920975124888747
EMA_150_16_per_ago_%,-0.021208203984188875
BB_lower_band_80_per_2_per_ago_%,-0.021299466221860377
BB_lower_band_200_per_6_per_ago_%,-0.021371307276675158
SMA_150_8_per_ago_%,-0.02151887418025558
