iter	MultiClass	Precision:use_weights=true;class=0	Precision:use_weights=true;class=1	Precision:use_weights=true;class=2	Precision:use_weights=false;class=0	Precision:use_weights=false;class=1	Precision:use_weights=false;class=2	Recall:use_weights=true;class=0	Recall:use_weights=true;class=1	Recall:use_weights=true;class=2	Recall:use_weights=false;class=0	Recall:use_weights=false;class=1	Recall:use_weights=false;class=2
0	1.087317779	0.5490070506	0.6303459883	0.5450713032	0.1263699396	0.9617918314	0.144177911	0.5941114616	0.5990621336	0.5303308824	0.5941114616	0.5990621336	0.530330825	025	0.8975951411	0.8196215784	0.7180133584	0.7815985173	0.2523125997	0.9737360991	0.2526636225	0.8317560463	0.7236811254	0.7628676471	0.8317560463	0.7236811254	0.7628676550550	0.785090498	0.8478259587	0.7514872453	0.8166083905	0.2764471058	0.9777451511	0.277284264	0.8738170347	0.7416764361	0.8033088235	0.8738170347	0.7416764361	0.8033088235

